relation_id,n_triples,temporal_fanout,static_fanout,tail_fanin,n_heads,n_tails,head_tail_ratio,tail_entropy,one_to_one_frac,powerlaw_gamma,forman_ricci,grc,clustering,beta1,delta_hyp,ollivier_rc,longest_path,reciprocity,growth_rate,growth_r2,sustained_growth,ball_r1,ball_r2,ball_r3,ball_r4,saturation_r,branch_persist,eff_diameter,ollivier_rc_exact
107,157,1.075342,1.823529,1.090278,68,50,1.36,3.257971,0.938356,1.858599,-10.033333,0.216351,0.030588,25,0.054116,0.008194,8,0.064516,0.763286,0.881604,0.597921,3.353,16.059,41.196,63.980,5,-0.088196,8.00,nan
108,119,1.017094,1.36,1.025862,75,56,1.339286,3.415745,0.982906,1.97693,-5.666667,0.069675,0.01915,8,0.007479,0.013562,8,0.000000,0.549321,0.873132,0.447511,2.805,9.336,21.496,34.345,6,0.220582,8.00,nan
109,146,1.028169,2.311111,1.089552,45,58,0.775862,3.701909,0.971831,1.843939,-9.134615,0.355637,0.027973,21,0.038635,0.002654,8,0.000000,0.728679,0.875058,0.568279,3.311,15.044,37.356,56.489,5,0.052292,8.00,nan
110,114,1.036364,1.455882,1.096154,68,54,1.259259,3.578761,0.963636,2.000633,-5.454545,0.210413,0.018266,8,0.015179,0.007071,7,0.000000,0.539542,0.859107,0.434412,2.784,9.216,21.685,34.459,6,0.230755,8.00,nan
111,130,1.07438,1.819672,1.07438,61,61,1.0,3.691868,0.92562,1.955038,-7.854545,0.209343,0.005139,12,0.020715,-0.002828,8,0.018018,0.574029,0.845517,0.463365,2.947,12.115,28.239,45.177,6,0.111466,8.00,nan
112,126,1.05,1.344828,1.008,87,72,1.208333,3.913062,0.95,2.067171,-6.517241,0.156669,0.039936,7,0.003112,0.008764,8,0.017094,0.363938,0.826449,0.306252,2.625,9.125,14.792,18.592,7,0.079254,8.00,-0.009584
113,105,1.22093,1.5625,1.129032,48,48,1.0,3.534002,0.790698,1.969832,-1.786667,0.208549,0.046763,6,0.008773,0.009587,8,0.000000,0.394002,0.916177,0.327403,2.685,5.562,9.742,14.348,6,0.205572,8.00,-0.156608
114,128,1.04065,1.425,1.454545,40,21,1.904762,1.747089,0.95935,1.950896,-9.642857,0.143467,0.099166,10,0.018331,0.070196,6,0.035088,0.525798,0.774407,0.398071,3.074,13.741,23.222,27.852,5,0.022246,8.00,nan
115,107,1.04902,1.344262,1.103093,61,37,1.648649,3.129055,0.95098,2.002898,-6.962963,0.18404,0.024348,6,0.005839,0.009590,7,0.024390,0.495123,0.810699,0.395631,2.841,10.727,23.636,32.545,6,-0.012199,8.00,nan
116,66,1.015385,1.486486,1.0,37,34,1.088235,3.283515,0.984615,1.990687,-3.037037,0.300278,0.0,3,0.041937,0.000000,6,0.036364,0.552169,0.919501,0.438204,2.770,7.164,14.574,21.885,5,-0.095969,8.00,nan
117,105,1.082474,1.54717,1.09375,53,39,1.358974,2.988904,0.927835,1.945437,-7.04878,0.127976,0.053186,9,0.010288,0.031944,7,0.000000,0.459215,0.825475,0.374872,2.929,10.906,19.494,26.929,6,0.113180,8.00,nan
118,107,1.028846,1.343284,1.091837,67,51,1.313725,3.446979,0.971154,2.062002,-8.409091,0.155603,0.026425,3,0.000000,0.007576,8,0.044444,0.459160,0.768102,0.365037,2.676,11.210,22.314,28.619,6,0.170738,8.00,nan
119,100,1.234568,3.714286,1.0,14,42,0.333333,3.334828,0.802469,2.1209,-23.0,0.649256,0.0,2,0.000000,0.000000,5,0.000000,0.808001,0.717301,0.556245,2.857,25.929,35.893,37.893,4,-0.249500,8.00,nan
120,90,1.0,1.333333,1.058824,51,35,1.457143,3.093953,1.0,2.040747,-3.641791,0.159386,0.001272,5,0.046943,-0.005804,6,0.029412,0.582274,0.922899,0.464954,2.718,7.385,15.538,23.641,5,0.061652,8.00,nan
121,95,1.055556,1.409091,1.1875,44,35,1.257143,2.712309,0.944444,1.994304,-2.903226,0.079944,0.056902,5,0.003459,0.034140,9,0.000000,0.299808,0.823392,0.252405,2.722,6.528,11.111,14.333,7,0.102906,8.00,nan
122,43,1.075,1.5,1.075,22,17,1.294118,2.532253,0.925,1.964919,-1.428571,0.183594,0.0,2,,,,,,,,,,,,,,,nan
123,51,1.0625,1.222222,1.133333,36,25,1.44,2.828023,0.9375,2.024256,-1.318182,0.09225,0.0,0,0.000000,0.000000,6,0.000000,0.364119,0.873145,0.269267,2.600,5.255,7.218,7.873,4,-0.156732,8.00,nan
124,72,1.125,1.592593,1.090909,27,23,1.173913,2.554293,0.921875,1.955035,-2.651163,0.195111,0.0,2,0.034382,-0.019380,9,0.000000,0.388177,0.863739,0.319181,2.792,6.875,12.375,16.708,6,-0.142937,8.00,-0.292125
125,95,1.091954,1.557692,1.032609,52,54,0.962963,3.72558,0.908046,2.002789,-7.259259,0.249173,0.011505,2,0.000000,0.003292,9,0.000000,0.387116,0.778952,0.319674,2.742,10.699,19.065,27.452,7,0.061578,8.00,nan
126,76,1.206349,1.705882,1.070423,34,35,0.971429,3.130521,0.84127,1.984438,-2.444444,0.26336,0.041255,4,0.016912,0.047831,6,0.448276,0.453575,0.911741,0.359002,2.731,6.038,11.000,15.077,5,0.161598,8.00,nan
127,80,1.111111,1.534884,1.066667,43,37,1.162162,3.311116,0.916667,2.025092,-6.878788,0.209956,0.018254,3,0.000000,0.006061,9,0.000000,0.413407,0.756163,0.332514,2.737,10.211,19.500,23.579,6,0.002126,8.00,nan
128,57,1.036364,1.170732,1.055556,41,29,1.413793,3.114227,0.963636,2.075107,-0.583333,0.048096,0.03663,3,0.021378,0.033730,4,0.000000,0.244428,0.859690,0.177311,2.477,4.138,4.846,5.308,4,0.052102,8.00,nan
129,78,1.04,1.685714,1.054054,35,39,0.897436,3.300106,0.96,1.982335,-2.881356,0.311065,0.018408,1,0.000000,0.019774,11,0.000000,0.408766,0.888606,0.348181,2.761,6.970,13.507,20.672,7,-0.074946,8.00,nan
130,65,1.048387,1.463415,1.015625,41,43,0.953488,3.468029,0.967742,2.059347,-3.898305,0.224923,0.012057,2,0.000000,0.012053,6,0.033333,0.503753,0.877670,0.393493,2.616,7.219,13.932,18.452,5,0.176865,8.00,nan
131,77,1.054795,1.302326,1.115942,43,29,1.482759,2.901388,0.945205,1.958179,-2.45283,0.126975,0.03828,3,0.022443,0.022275,8,0.107143,0.319057,0.831085,0.262604,2.767,6.433,10.533,12.600,6,-0.107859,8.00,nan
132,72,1.074627,3.75,1.014085,12,30,0.4,2.970626,0.925373,1.870896,-7.466667,0.424375,0.035318,8,0.047354,0.005969,6,0.000000,0.639061,0.862610,0.470271,3.195,12.268,18.073,23.634,4,-0.320931,8.00,nan
133,65,1.015625,1.340909,1.065574,44,28,1.571429,2.88788,0.984375,1.97144,-7.423729,0.147003,0.110215,7,0.005085,0.009181,6,0.000000,0.547606,0.809058,0.415978,2.903,11.161,22.581,26.903,5,0.059573,8.00,nan
134,63,1.032787,1.4375,1.125,32,21,1.52381,2.649773,0.967213,1.994905,-5.644444,0.177083,0.0138,4,0.009552,0.010370,8,0.043478,0.515136,0.830389,0.398360,2.837,9.490,18.224,22.469,5,-0.031325,8.00,nan
135,83,1.024691,1.555556,1.077922,36,26,1.384615,2.569295,0.975309,1.957554,-6.821429,0.086469,0.033421,4,0.005841,0.010714,8,0.000000,0.441562,0.790726,0.353190,2.867,10.867,20.200,26.367,6,0.011712,8.00,-0.309273
136,46,1.022222,1.366667,1.0,30,29,1.034483,3.146628,0.977778,2.097049,-1.02439,0.131901,0.020281,1,,,,,,,,,,,,,,,nan
137,59,1.053571,1.826087,1.113208,23,24,0.958333,2.912598,0.946429,1.860495,-2.714286,0.183224,0.012566,4,0.048108,0.011243,9,0.000000,0.432851,0.904697,0.360510,3.000,7.571,13.238,19.667,6,-0.178870,8.00,nan
138,40,1.0,2.285714,1.0,14,23,0.608696,2.893938,1.0,1.931524,-1.8125,0.208163,0.0,0,,,,,,,,,,,,,,,nan
139,44,1.157895,1.541667,1.023256,24,23,1.043478,2.794424,0.894737,2.039478,-1.837838,0.138765,0.0,1,,,,,,,,,,,,,,,nan
140,46,1.0,1.392857,1.022222,28,30,0.933333,3.261924,1.0,2.111716,-1.179487,0.175151,0.0,0,,,,,,,,,,,,,,,nan
141,62,1.087719,1.368421,1.107143,38,30,1.266667,3.005416,0.912281,2.044052,-2.27451,0.118418,0.018973,3,0.002470,-0.009104,8,0.038462,0.357705,0.870703,0.292413,2.594,5.750,10.031,13.156,6,0.297485,8.00,nan
142,41,1.025,1.304348,1.205882,23,10,2.3,1.144505,0.975,2.004234,-12.068966,0.126276,0.02317,1,,,,,,,,,,,,,,,nan
143,53,1.0,1.310345,1.081633,29,14,2.071429,1.61144,1.0,2.046288,-9.578947,0.168968,0.012911,2,0.001887,0.012119,5,0.000000,0.755561,0.846729,0.537983,2.900,13.550,25.900,29.000,4,-0.118598,8.00,nan
144,57,1.325581,1.459459,1.163265,37,26,1.423077,2.89212,0.674419,1.907092,-2.703704,0.0988,0.0,3,0.000000,0.000000,10,0.000000,0.296492,0.826310,0.255369,2.862,7.000,13.000,18.069,8,-0.091819,8.00,-0.332440
145,49,1.020833,1.176471,1.065217,34,26,1.307692,2.927936,0.979167,2.14858,-1.75,0.141157,0.018991,1,,,,,,,,,,,,,,,nan
146,45,1.046512,1.212121,1.097561,33,18,1.833333,2.487166,0.953488,2.023217,-3.179487,0.161481,0.0,1,,,,,,,,,,,,,,,nan
147,50,1.111111,1.393939,1.041667,33,36,0.916667,3.475205,0.888889,2.073281,-0.913043,0.141897,0.0,1,0.000000,0.000000,9,0.000000,0.180027,0.866376,0.159306,2.484,4.581,6.000,7.000,8,0.080491,8.00,nan
148,61,1.089286,1.538462,1.22,26,19,1.368421,2.509672,0.928571,1.945113,-2.0,0.142045,0.0,3,0.040184,-0.048214,7,0.000000,0.475174,0.932656,0.383010,2.778,6.111,11.089,15.933,5,0.133733,8.00,nan
149,64,1.015873,1.481481,1.422222,27,16,1.6875,1.910982,0.984127,1.911704,-6.512821,0.144044,0.027076,5,0.015284,0.008929,7,0.050000,0.492577,0.797101,0.376052,3.000,11.000,19.154,22.846,5,0.032621,8.00,nan
150,41,1.0,1.625,1.025,24,25,0.96,2.889757,1.0,2.032008,-7.384615,0.309897,0.060903,2,,,,,,,,,,,,,,,nan
151,35,1.029412,1.1,1.0,30,21,1.428571,2.820228,0.970588,2.167348,-0.909091,0.083296,0.0,0,,,,,,,,,,,,,,,nan
152,35,1.029412,1.269231,1.029412,26,22,1.181818,2.842908,0.970588,2.126591,-1.090909,0.112099,0.010197,1,,,,,,,,,,,,,,,nan
153,42,1.02439,1.346154,1.0,26,26,1.0,3.044949,0.97561,2.011709,-0.4,0.134814,0.033333,2,,,,,,,,,,,,,,,nan
154,36,1.058824,1.230769,1.058824,26,26,1.0,3.114402,0.941176,2.151243,-0.066667,0.137913,0.0,0,,,,,,,,,,,,,,,-0.369937
155,36,1.058824,1.307692,1.058824,26,26,1.0,3.077817,0.941176,2.133979,0.181818,0.105035,0.0,0,,,,,,,,,,,,,,,nan
156,49,1.042553,1.615385,1.088889,26,25,1.04,2.94788,0.957447,1.96555,-2.52381,0.253038,0.0,2,,,,,,,,,,,,,,,nan
157,32,1.032258,1.2,1.0,25,18,1.388889,2.513218,0.967742,2.086119,-2.551724,0.138117,0.029065,1,,,,,,,,,,,,,,,nan
158,28,1.037037,1.470588,1.0,17,17,1.0,2.502661,0.962963,2.128569,-2.666667,0.224766,0.0,0,,,,,,,,,,,,,,,nan
159,39,1.026316,1.363636,1.3,11,7,1.571429,1.23676,0.973684,1.929279,-1.866667,0.136719,0.137255,2,,,,,,,,,,,,,,,nan
160,40,1.0,1.090909,1.081081,22,12,1.833333,1.861301,1.0,2.040632,-1.083333,0.037778,0.0,0,,,,,,,,,,,,,,,-0.317489
161,41,1.0,1.346154,1.108108,26,21,1.238095,2.872084,1.0,1.98155,-0.882353,0.096966,0.0,0,,,,,,,,,,,,,,,nan
162,32,1.032258,2.0,1.066667,11,13,0.846154,1.906155,0.967742,1.911785,-3.272727,0.285124,0.0,1,,,,,,,,,,,,,,,nan
163,37,1.057143,1.307692,1.027778,26,24,1.083333,2.824586,0.971429,2.133751,-1.529412,0.172495,0.0,0,,,,,,,,,,,,,,,nan
164,29,1.115385,1.444444,1.0,18,18,1.0,2.541989,0.884615,2.103583,-1.769231,0.147059,0.0,0,,,,,,,,,,,,,,,nan
165,43,1.0,1.421053,1.02381,19,10,1.9,1.682276,1.0,1.851336,-2.666667,0.106509,0.0,3,,,,,,,,,,,,,,,nan
166,35,1.0,1.538462,1.060606,13,15,0.866667,2.157506,1.0,2.047965,-0.1,0.127219,0.0,0,,,,,,,,,,,,,,,nan
167,26,1.083333,2.375,1.04,8,12,0.666667,2.065642,0.916667,1.87233,-1.473684,0.168975,0.0,2,,,,,,,,,,,,,,,-0.189993
168,26,1.0,1.25,1.0,20,17,1.176471,2.554116,1.0,2.106265,-1.04,0.157025,0.0,0,,,,,,,,,,,,,,,-0.340635
169,38,1.225806,1.47619,1.085714,21,18,1.166667,2.552556,0.806452,1.99065,-1.354839,0.059898,0.0,0,,,,,,,,,,,,,,,-0.314664
170,34,1.0,1.28,1.030303,25,19,1.315789,2.674718,1.0,2.050089,-0.4375,0.054422,0.0,1,,,,,,,,,,,,,,,-0.322996
171,32,1.0,1.705882,1.142857,17,19,0.894737,2.826529,1.0,1.979528,-2.275862,0.206612,0.0,4,,,,,,,,,,,,,,,-0.060470
172,21,1.05,1.307692,1.105263,13,10,1.3,2.086674,0.95,1.976039,-1.764706,0.351801,0.0,0,,,,,,,,,,,,,,,-0.214594
173,19,1.117647,1.363636,1.055556,11,11,1.0,2.187271,0.882353,2.146364,-0.714286,0.238227,0.0,0,,,,,,,,,,,,,,,-0.349002
174,19,1.0,1.133333,1.055556,15,11,1.363636,2.287773,1.0,2.116871,0.941176,0.056,0.0,0,,,,,,,,,,,,,,,-0.331367
175,11,1.1,1.8,1.0,5,7,0.714286,1.84622,0.9,1.95687,-0.444444,0.33,0.0,0,,,,,,,,,,,,,,,-0.283512
176,21,1.0,1.230769,1.105263,13,9,1.444444,1.772785,1.0,1.998167,-0.75,0.166205,0.0,0,,,,,,,,,,,,,,,-0.275733
177,23,1.0,1.3125,1.0,16,15,1.066667,2.570281,1.0,2.027301,-0.190476,0.194787,0.0,0,,,,,,,,,,,,,,,-0.379999
178,21,1.235294,1.333333,1.166667,15,11,1.363636,2.136507,0.764706,1.985852,-0.8,0.090278,0.0,2,,,,,,,,,,,,,,,-0.167412
179,19,1.117647,1.636364,1.0,11,13,0.846154,2.433699,0.882353,2.001148,0.222222,0.147448,0.0,0,,,,,,,,,,,,,,,-0.172223
180,37,1.541667,1.666667,1.48,6,5,1.2,1.039563,0.5,1.782219,-0.75,0.367347,0.0,2,,,,,,,,,,,,,,,-0.372954
181,9,1.0,1.0,1.0,8,7,1.142857,1.889159,1.0,2.262358,1.5,0.112426,0.0,0,,,,,,,,,,,,,,,-0.357186
182,16,1.066667,1.230769,1.0,13,11,1.181818,2.273966,0.933333,2.099837,0.25,0.14876,0.0,0,,,,,,,,,,,,,,,-0.053805
183,27,1.0,1.083333,1.0,12,10,1.2,1.670716,1.0,2.220742,1.384615,0.070295,0.0,0,,,,,,,,,,,,,,,-0.255493
184,17,1.133333,1.272727,1.0,11,10,1.1,2.15006,0.866667,2.00888,0.428571,0.123457,0.0,0,,,,,,,,,,,,,,,-0.342621
185,20,1.0,1.166667,1.0,12,10,1.2,1.929849,1.0,2.150601,1.0,0.068027,0.0,0,,,,,,,,,,,,,,,-0.421120
186,14,1.0,1.0,1.0,12,12,1.0,2.441015,1.0,2.442695,2.0,0.0,0.0,0,,,,,,,,,,,,,,,-0.186096
187,13,1.444444,1.666667,1.0,6,7,0.857143,1.844621,0.555556,1.931524,-0.4,0.380165,0.0,1,,,,,,,,,,,,,,,-0.349899
188,11,1.0,1.375,1.0,8,10,0.8,2.271869,1.0,2.167896,0.545455,0.277344,0.0,0,,,,,,,,,,,,,,,-0.278202
189,15,1.0,1.0,1.0,13,9,1.444444,2.02623,1.0,2.184156,1.076923,0.07,0.0,0,,,,,,,,,,,,,,,-0.384515
190,12,1.090909,1.090909,1.0,11,9,1.222222,2.094729,0.909091,2.223402,1.166667,0.077562,0.0,0,,,,,,,,,,,,,,,-0.273029
191,17,1.0,1.142857,1.0625,14,9,1.555556,1.868863,1.0,2.137328,-1.25,0.14966,0.0,0,,,,,,,,,,,,,,,-0.088909
192,20,1.0,1.266667,1.0,15,12,1.25,2.345737,1.0,2.013557,-0.105263,0.21875,0.0,0,,,,,,,,,,,,,,,-0.293482
193,18,1.0,1.133333,1.0,15,7,2.142857,1.618849,1.0,2.003443,-2.117647,0.182825,0.0,0,,,,,,,,,,,,,,,-0.118948
194,13,1.0,1.2,1.0,10,11,0.909091,2.351673,1.0,2.254517,0.833333,0.180055,0.0,0,,,,,,,,,,,,,,,-0.324787
195,6,1.0,1.2,1.0,5,4,1.25,1.242453,1.0,2.049233,-0.333333,0.306122,0.0,0,,,,,,,,,,,,,,,-0.297633
196,14,1.076923,1.428571,1.0,7,8,0.875,1.970181,0.923077,2.13897,0.4,0.255102,0.0,0,,,,,,,,,,,,,,,-0.327420
197,11,1.0,1.6,1.0,5,7,0.714286,1.666333,1.0,2.110836,0.75,0.231405,0.0,0,,,,,,,,,,,,,,,-0.300254
198,6,1.0,1.666667,1.0,3,4,0.75,1.242453,1.0,2.053616,0.4,0.444444,0.0,0,,,,,,,,,,,,,,,-0.389360
199,14,1.076923,1.1,1.0,10,8,1.25,1.866216,0.923077,2.203083,1.090909,0.086505,0.0,0,,,,,,,,,,,,,,,-0.337733
200,8,1.0,1.142857,1.0,7,5,1.4,1.559581,1.0,2.082021,1.0,0.132231,0.0,0,,,,,,,,,,,,,,,-0.306375
201,10,1.111111,1.142857,1.0,7,6,1.166667,1.695743,0.888889,2.082021,1.0,0.22314,0.0,0,,,,,,,,,,,,,,,-0.339391
202,9,1.125,1.125,1.125,8,8,1.0,2.043192,0.875,2.282396,1.555556,0.102222,0.0,0,,,,,,,,,,,,,,,-0.239660
203,6,1.0,1.0,1.0,6,5,1.2,1.56071,1.0,2.32247,1.666667,0.05,0.0,0,,,,,,,,,,,,,,,-0.300684
204,8,1.333333,1.2,1.0,5,4,1.25,1.386294,0.666667,1.996254,0.333333,0.163265,0.0,0,,,,,,,,,,,,,,,-0.118607
205,7,1.0,1.166667,1.0,6,7,0.857143,1.94591,1.0,2.339645,1.714286,0.131944,0.0,0,,,,,,,,,,,,,,,-0.268206
206,8,1.0,1.166667,1.0,6,7,0.857143,1.906155,1.0,2.274375,1.142857,0.22314,0.0,0,,,,,,,,,,,,,,,-0.120183
207,6,1.2,1.666667,1.0,3,5,0.6,1.56071,0.8,2.204132,0.8,0.387755,0.0,0,,,,,,,,,,,,,,,-0.228252
208,7,1.0,1.0,1.0,7,6,1.166667,1.747868,1.0,2.339645,1.714286,0.041667,0.0,0,,,,,,,,,,,,,,,-0.319071
209,7,1.0,1.0,1.0,7,5,1.4,1.549826,1.0,2.236596,1.428571,0.041322,0.0,0,,,,,,,,,,,,,,,-0.277969
210,12,1.090909,1.5,1.333333,4,3,1.333333,0.721464,0.909091,1.786925,-1.0,0.24,0.361111,1,,,,,,,,,,,,,,,-0.366746
211,4,1.333333,1.333333,1.0,3,4,0.75,1.386294,0.666667,2.082021,1.0,0.52,0.0,0,,,,,,,,,,,,,,,-0.356695
212,7,1.0,1.0,1.0,7,7,1.0,1.94591,1.0,2.339645,1.714286,0.125,0.0,0,,,,,,,,,,,,,,,-0.344046
213,11,1.1,3.5,1.0,2,6,0.333333,1.420572,0.9,1.936668,-1.428571,0.673469,0.0,0,,,,,,,,,,,,,,,-0.214405
214,7,1.0,1.0,1.0,7,6,1.166667,1.747868,1.0,2.339645,1.714286,0.041667,0.0,0,,,,,,,,,,,,,,,-0.173957
215,3,1.0,1.0,1.0,2,2,1.0,0.636514,1.0,nan,2.0,0.222222,0.0,0,,,,,,,,,,,,,,,-0.078240
216,8,1.0,1.166667,1.0,6,6,1.0,1.667462,1.0,2.236596,1.428571,0.140496,0.0,0,,,,,,,,,,,,,,,-0.381983
217,8,1.0,1.0,1.0,8,5,1.6,1.559581,1.0,2.046126,0.25,0.1,0.0,0,,,,,,,,,,,,,,,-0.265852
218,8,1.0,1.166667,1.0,6,6,1.0,1.732868,1.0,2.236596,1.428571,0.140496,0.0,0,,,,,,,,,,,,,,,-0.309920
219,8,1.0,1.0,1.142857,8,7,1.142857,1.906155,1.0,2.295976,1.25,0.106509,0.0,0,,,,,,,,,,,,,,,-0.157006
220,7,1.166667,1.666667,1.0,3,4,0.75,1.351784,0.833333,2.009887,0.8,0.25,0.0,0,,,,,,,,,,,,,,,-0.326511
221,2,1.0,1.0,1.0,2,2,1.0,0.693147,1.0,nan,2.0,0.222222,0.0,0,,,,,,,,,,,,,,,-0.308027
222,1,1.0,1.0,1.0,1,1,1.0,-0.0,1.0,nan,2.0,nan,0.0,0,,,,,,,,,,,,,,,-0.269324
223,2,1.0,1.0,1.0,2,2,1.0,0.693147,1.0,nan,2.0,0.222222,0.0,0,,,,,,,,,,,,,,,-0.325723
224,3,1.0,1.0,1.0,2,2,1.0,0.636514,1.0,nan,2.0,0.222222,0.0,0,,,,,,,,,,,,,,,-0.338440
225,6,1.0,1.0,1.5,2,1,2.0,-0.0,1.0,nan,1.0,0.25,0.0,0,,,,,,,,,,,,,,,-0.259423
227,1,1.0,1.0,1.0,1,1,1.0,-0.0,1.0,nan,2.0,nan,0.0,0,,,,,,,,,,,,,,,-0.257791
228,4,1.0,1.0,1.0,4,4,1.0,1.386294,1.0,2.442695,2.0,0.081633,0.0,0,,,,,,,,,,,,,,,-0.289491
230,1,1.0,1.0,1.0,1,1,1.0,-0.0,1.0,nan,2.0,nan,0.0,0,,,,,,,,,,,,,,,-0.256426
231,2,2.0,2.0,1.0,1,2,0.5,0.693147,0.0,nan,1.0,1.0,0.0,0,,,,,,,,,,,,,,,-0.278898
232,2,2.0,2.0,1.0,1,2,0.5,0.693147,0.0,nan,1.0,1.0,0.0,0,,,,,,,,,,,,,,,-0.264107
233,1,1.0,1.0,1.0,1,1,1.0,-0.0,1.0,nan,2.0,nan,0.0,0,,,,,,,,,,,,,,,-0.313782
234,2,1.0,1.0,1.0,2,2,1.0,0.693147,1.0,nan,2.0,0.222222,0.0,0,,,,,,,,,,,,,,,-0.280296
235,2,1.0,1.0,1.0,2,2,1.0,0.693147,1.0,nan,2.0,0.222222,0.0,0,,,,,,,,,,,,,,,-0.263136
236,3,1.0,1.0,1.0,2,2,1.0,0.636514,1.0,nan,2.0,0.222222,0.0,0,,,,,,,,,,,,,,,-0.214194
237,2,1.0,1.0,1.0,2,1,2.0,-0.0,1.0,nan,1.0,0.25,0.0,0,,,,,,,,,,,,,,,-0.109920
238,3,1.0,1.5,1.5,2,2,1.0,0.636514,1.0,nan,0.666667,0.555556,0.0,0,,,,,,,,,,,,,,,-0.109532
240,3,1.0,2.0,1.0,1,2,0.5,0.636514,1.0,nan,1.0,1.0,0.0,0,,,,,,,,,,,,,,,-0.250891
241,2,1.0,1.0,1.0,2,1,2.0,-0.0,1.0,nan,1.0,0.25,0.0,0,,,,,,,,,,,,,,,-0.289444
246,2,1.0,1.0,1.0,2,2,1.0,0.693147,1.0,nan,2.0,0.222222,0.0,0,,,,,,,,,,,,,,,-0.299659
248,2,1.0,1.0,1.0,2,2,1.0,0.693147,1.0,nan,2.0,0.222222,0.0,0,,,,,,,,,,,,,,,nan
249,1,1.0,1.0,1.0,1,1,1.0,-0.0,1.0,nan,2.0,nan,0.0,0,,,,,,,,,,,,,,,nan
251,1,1.0,1.0,1.0,1,1,1.0,-0.0,1.0,nan,2.0,nan,0.0,0,,,,,,,,,,,,,,,nan
253,1,1.0,1.0,1.0,1,1,1.0,-0.0,1.0,nan,2.0,nan,0.0,0,,,,,,,,,,,,,,,nan
254,1,1.0,1.0,1.0,1,1,1.0,-0.0,1.0,nan,2.0,nan,0.0,0,,,,,,,,,,,,,,,nan
256,1,1.0,1.0,1.0,1,1,1.0,-0.0,1.0,nan,2.0,nan,0.0,0,,,,,,,,,,,,,,,nan
257,1,1.0,1.0,1.0,1,1,1.0,-0.0,1.0,nan,2.0,nan,0.0,0,,,,,,,,,,,,,,,nan
258,1,1.0,1.0,1.0,1,1,1.0,-0.0,1.0,nan,2.0,nan,0.0,0,,,,,,,,,,,,,,,nan
