relation_id,n_triples,temporal_fanout,static_fanout,tail_fanin,n_heads,n_tails,head_tail_ratio,tail_entropy,one_to_one_frac,powerlaw_gamma,forman_ricci,grc,clustering,beta1,delta_hyp,ollivier_rc,longest_path,reciprocity,growth_rate,growth_r2,sustained_growth,ball_r1,ball_r2,ball_r3,ball_r4,saturation_r,branch_persist,eff_diameter,ollivier_rc_exact
107,1006,3.398649,3.398649,11.835294,296,85,3.482353,3.652902,0.209459,1.540314,-43.333996,0.019444,0.006299,627,0.080882,-0.003774,9,0.000000,0.707239,0.747756,0.564016,6.317,83.750,155.267,277.358,6,-0.075622,8.00,0.000000
108,456,1.0,1.0,76.0,456,6,76.0,0.822576,1.0,2.368185,-263.912281,3.3e-05,0.0,0,0.000000,0.000000,2,0.000000,1.995084,0.750000,1.995084,4.817,260.408,260.408,260.408,2,-0.248362,8.00,0.016502
109,787,1.199695,1.199695,2.356287,656,334,1.964072,5.511367,0.842988,2.028585,-1.763659,0.005299,0.0,29,0.000000,-0.003333,4,0.000000,0.278900,0.879206,0.234858,2.617,5.417,7.017,9.408,6,-0.181733,8.00,-0.005281
110,225,1.0,1.0,225.0,225,1,225.0,-0.0,1.0,2.394482,-222.0,2e-05,0.0,0,0.000000,0.000000,2,0.000000,2.034071,0.750000,2.034071,3.867,226.000,226.000,226.000,2,-1.000000,8.00,-0.203162
111,305,1.0,1.0,1.556122,305,196,1.556122,5.019869,1.0,2.254059,-0.229965,0.000868,0.0,0,0.000000,0.000000,2,0.059016,0.198242,0.750000,0.198242,2.175,3.233,3.233,3.233,2,-0.229323,8.00,-0.031838
112,494,21.478261,21.478261,4.222222,23,117,0.196581,4.533211,0.086957,1.487574,-45.935223,0.452668,0.0,355,0.097199,-0.002262,6,0.000000,0.905284,0.764618,0.641729,7.550,77.433,107.408,138.392,4,-0.430547,8.00,-0.346633
113,142,1.279279,1.279279,47.333333,111,3,37.0,0.908286,0.783784,2.041142,-64.225352,0.015663,0.0,29,0.022803,0.000000,4,0.000000,1.596302,0.759445,1.596302,3.491,81.667,85.018,114.000,2,-0.540237,8.00,-0.280712
114,100,8.333333,8.333333,8.333333,12,12,1.0,2.472106,0.0,1.343032,-15.071429,0.0,0.883448,45,0.159871,0.806785,2,0.880000,0.074766,0.750000,0.074766,10.333,12.000,12.000,12.000,2,-0.989011,8.00,-0.081292
115,345,1.023739,1.023739,69.0,337,5,67.4,0.983831,0.976261,2.328739,-141.611594,0.002915,0.0,5,0.000792,0.000000,6,0.000000,1.714840,0.758866,1.714840,4.817,142.767,148.675,302.733,2,-0.158784,8.00,-0.032407
116,1039,1.08342,1.08342,5.019324,959,207,4.63285,4.717503,0.938478,2.095327,-11.807507,0.002698,0.0,8,0.000000,0.000000,4,0.000000,0.452413,0.784702,0.378897,2.900,15.733,17.292,29.067,6,-0.431981,8.00,-0.045383
117,607,9.059701,9.059701,35.705882,67,17,3.941176,2.61123,0.089552,1.339146,-52.230643,0.070402,0.0,524,0.135197,-0.001818,5,0.000000,0.824655,0.823798,0.522532,15.452,68.238,80.405,83.500,3,-0.516757,8.00,-0.284885
118,411,1.0,1.0,411.0,411,1,411.0,-0.0,1.0,2.412917,-408.0,6e-06,0.0,0,0.000000,0.000000,2,0.000000,2.663938,0.750000,2.663938,2.000,412.000,412.000,412.000,2,-1.000000,8.00,-0.029889
119,250,1.623377,1.623377,1.644737,154,152,1.013158,4.808983,0.701299,1.965672,-2.283784,0.198374,0.046895,9,0.000000,0.031266,12,0.816000,0.241445,0.877187,0.210172,2.842,6.083,8.400,10.708,8,-0.077846,8.00,-0.029275
120,788,1.0,1.0,788.0,788,1,788.0,-0.0,1.0,2.425313,-785.0,3e-06,0.0,0,0.000000,0.000000,2,0.000000,2.988810,0.750000,2.988810,2.000,789.000,789.000,789.000,2,-1.000000,8.00,0.000000
121,246,8.2,8.2,1.673469,30,147,0.204082,4.830279,0.0,1.742812,-7.398374,0.07777,0.0,70,0.084254,-0.011714,8,0.000000,0.729869,0.927640,0.611799,3.925,16.850,36.225,91.350,6,-0.471139,8.00,-0.081646
122,349,3.008621,3.008621,2.065089,116,169,0.686391,4.944158,0.551724,1.790543,-9.106017,0.108746,0.0,83,0.048141,-0.035571,12,0.000000,0.643938,0.873490,0.541903,3.658,16.800,45.175,99.408,7,0.113192,8.00,0.000000
123,449,1.707224,1.707224,1.681648,263,267,0.985019,5.335344,0.665399,1.949546,-2.958491,0.253228,0.0,23,0.046113,-0.010000,12,0.819599,0.458490,0.934094,0.400363,2.717,6.400,12.658,22.558,8,0.178015,8.00,-0.000000
124,728,1.318841,1.318841,30.333333,552,24,23.0,2.095517,0.735507,2.020962,-138.041209,0.004803,0.0,154,0.021505,-0.033333,8,0.000000,0.830062,0.654462,0.655035,3.542,179.650,200.717,452.867,6,-0.450641,8.00,-0.338740
125,128,12.8,12.8,1.032258,10,124,0.080645,4.808709,0.2,2.196742,-36.09375,0.47001,0.0,2,0.000000,0.000000,4,0.000000,1.300628,0.760099,1.300628,3.017,39.267,40.667,49.483,2,-0.423765,8.00,0.000000
126,154,17.111111,17.111111,1.047619,9,147,0.061224,4.973939,0.222222,2.211481,-50.584416,0.506556,0.0,2,0.003758,-0.012987,7,0.000000,1.106582,0.789249,0.820539,3.233,53.800,60.033,124.658,4,-0.347531,8.00,-0.100803
127,300,1.0,1.0,3.571429,300,84,3.571429,3.867876,1.0,2.139161,-10.373333,0.000573,0.0,0,0.000000,0.000000,2,0.000000,0.670691,0.750000,0.670691,3.083,11.792,11.792,11.792,2,-0.512999,8.00,-0.010464
128,360,1.0,1.0,60.0,360,6,60.0,0.611602,1.0,2.362697,-254.733333,4.5e-05,0.0,0,0.000000,0.000000,2,0.000000,1.950003,0.750000,1.950003,4.883,241.250,241.250,241.250,2,-0.332697,8.00,0.000000
129,215,1.0,1.0,71.666667,215,3,71.666667,0.059218,1.0,2.393262,-208.027907,6.4e-05,0.0,0,0.000000,0.000000,2,0.000000,2.323875,0.750000,2.323875,2.000,208.700,208.700,208.700,2,-0.443073,8.00,-0.433629
130,3500,68.627451,68.627451,3.611971,51,969,0.052632,6.725765,0.019608,1.517136,-381.041143,0.570268,0.0,2485,0.069171,0.000000,4,0.000000,2.189286,0.753393,2.189286,6.917,540.608,551.425,566.817,2,-0.353809,8.00,-0.100394
131,424,6.424242,6.424242,3.286822,66,129,0.511628,4.458796,0.060606,1.563415,-12.54717,0.09754,0.0,233,0.094072,-0.014000,10,0.000000,0.666975,0.865420,0.543208,5.392,24.500,66.067,119.750,6,0.038553,8.00,-0.219325
132,161,20.125,20.125,1.0,8,161,0.049689,5.081404,0.0,2.205808,-21.204969,0.203869,0.0,0,0.000000,0.000000,2,0.000000,1.010243,0.750000,1.010243,3.275,24.700,24.700,24.700,2,-0.372298,8.00,-0.141864
133,610,1.0,1.0,7.093023,610,86,7.093023,2.51579,1.0,2.288921,-148.839344,0.001641,0.0,0,0.000000,0.000000,2,0.000000,1.922822,0.750674,1.922822,2.683,125.117,125.550,125.550,2,-0.310794,8.00,-0.230296
134,750,2.61324,2.61324,11.363636,287,66,4.348485,3.106679,0.379791,1.657816,-57.274667,0.028135,0.0,400,0.083433,-0.012000,8,0.000000,0.939480,0.751840,0.713744,5.225,103.858,175.317,307.925,5,-0.259904,8.00,0.000000
135,386,1.0,1.0,6.542373,386,59,6.542373,3.140277,1.0,2.208027,-28.120419,0.002558,0.0,0,0.000000,0.000000,3,0.010363,1.062009,0.756744,1.062009,3.633,29.817,30.392,30.392,2,-0.391161,8.00,-0.191428
136,662,1.331992,1.331992,2.713115,497,244,2.036885,4.857565,0.734406,1.993173,-8.265861,0.005642,0.0,69,0.034807,-0.004000,11,0.000000,0.447507,0.855223,0.372171,2.908,10.642,14.633,24.767,6,0.048460,8.00,-0.034804
137,966,43.909091,43.909091,13.8,22,70,0.314286,4.182262,0.0,1.283259,-59.022774,0.487943,0.021174,877,0.140059,0.004154,4,0.000000,0.689300,0.807802,0.427027,22.467,80.133,89.178,90.000,3,-0.620029,8.00,-0.195363
138,218,1.178378,1.178378,2.116505,185,103,1.796117,4.306844,0.864865,2.059296,-2.12844,0.018387,0.010453,3,0.000000,-0.005000,12,0.000000,0.284436,0.878386,0.246446,2.558,6.433,8.250,12.700,8,-0.032379,8.00,-0.181163
139,190,1.0,1.0,47.5,190,4,47.5,0.353706,1.0,2.362449,-154.063158,0.000107,0.0,0,0.000000,0.000000,2,0.000000,1.929327,0.750000,1.929327,3.425,162.350,162.350,162.350,2,-0.311471,8.00,-0.100300
140,259,4.465517,4.465517,1.204651,58,215,0.269767,5.303577,0.327586,1.990127,-8.725869,0.114579,0.0,7,0.024886,0.000000,12,0.000000,0.428345,0.883294,0.378944,2.800,12.758,16.967,31.250,8,-0.357940,8.00,-0.051502
141,475,2.861446,2.861446,2.844311,166,167,0.994012,4.537618,0.63253,1.803861,-14.903226,0.075897,0.273603,163,0.143916,0.604723,2,0.825263,0.044452,0.781895,0.044452,4.033,4.392,4.408,4.408,2,0.800034,8.00,0.000000
142,178,3.56,3.56,25.428571,50,7,7.142857,1.826953,0.14,1.483889,-30.011236,0.052296,0.0,122,0.124010,-0.003745,4,0.000000,0.631067,0.683127,0.433477,7.246,46.228,52.263,57.000,4,-0.469694,8.00,-0.034063
143,721,1.01264,1.01264,5.909836,712,122,5.836066,3.762172,0.988764,2.194443,-37.961165,0.001399,0.0,1,0.000000,0.000000,6,0.000000,0.962187,0.777933,0.709910,3.375,40.925,43.658,81.625,4,-0.314595,8.00,-0.207623
144,137,1.014815,1.014815,1.062016,135,129,1.046512,4.839029,0.985185,2.389849,1.852941,0.005681,0.0,0,nan,0.000000,2,0.007299,0.026058,0.750000,0.026058,2.025,2.133,2.133,2.133,2,-0.057036,8.00,-0.010753
145,416,1.612403,1.612403,2.390805,258,174,1.482759,4.888656,0.627907,1.876604,-2.923077,0.041938,0.0,45,0.020052,-0.022500,12,0.000000,0.512436,0.949936,0.452149,2.900,7.233,14.867,28.658,8,0.042482,8.00,-0.306987
146,533,1.0,1.0,1.0,533,533,1.0,6.278521,1.0,2.442695,nan,0.0,0.0,0,nan,nan,0,1.000000,0.000000,nan,0.000000,1.000,1.000,1.000,1.000,1,nan,8.00,-0.143893
147,157,1.171642,1.171642,7.47619,134,21,6.380952,1.005251,0.955224,2.244738,-101.452229,0.058737,0.0,4,0.004333,0.000000,5,0.000000,1.161602,0.663001,0.790674,3.300,108.650,138.683,146.142,4,-0.550671,8.00,0.047486
148,535,9.553571,9.553571,44.583333,56,12,4.666667,2.483871,0.0,1.313474,-50.646729,0.062597,0.0,468,0.081297,0.000000,4,0.000000,0.699261,0.782810,0.426727,16.735,63.735,67.765,68.000,3,-0.542631,8.00,0.836364
149,121,5.5,5.5,1.070796,22,113,0.19469,4.69981,0.272727,2.074793,-8.892562,0.166184,0.0,2,0.000739,-0.005510,6,0.000000,0.649589,0.847757,0.494020,2.850,12.458,14.008,23.892,4,-0.405770,8.00,-0.008765
150,345,2.653846,2.653846,3.631579,130,95,1.368421,3.316439,0.553846,1.805976,-40.231884,0.118682,0.0,124,0.066253,-0.004545,6,0.000000,0.824237,0.712347,0.619665,3.925,62.708,112.108,142.600,5,-0.360641,8.00,-0.079920
151,122,3.05,3.05,1.742857,40,70,0.571429,3.903823,0.65,1.91036,-10.229508,0.202677,0.0,24,0.039671,-0.011475,6,0.000000,0.657307,0.838521,0.502514,3.218,14.855,32.418,46.055,5,-0.052929,8.00,0.000000
152,747,9.109756,9.109756,8.586207,82,87,0.942529,4.113447,0.158537,1.402156,-30.773455,0.143724,0.637149,353,0.035528,0.510661,6,0.829987,0.448570,0.795166,0.340446,10.820,36.191,57.876,69.697,5,0.429666,8.00,-0.158369
153,217,3.144928,3.144928,1.232955,69,176,0.392045,5.045369,0.536232,2.016322,-4.728111,0.082773,0.0,11,0.023112,-0.012333,8,0.000000,0.396826,0.888442,0.343246,2.858,9.342,13.525,24.692,8,-0.224986,8.00,-0.129455
154,1151,1.021295,1.021295,88.538462,1127,13,86.692308,1.81929,0.98669,2.344496,-254.658558,0.003516,0.0,17,0.000000,0.000000,4,0.000000,2.215830,0.752946,2.215830,3.292,271.958,276.733,720.442,2,-0.113166,8.00,0.000000
155,394,1.186747,1.186747,1.841121,332,214,1.551402,5.066255,0.861446,2.097318,-1.111675,0.00602,0.0,20,0.052422,-0.003333,6,0.000000,0.247266,0.821493,0.179195,2.567,4.508,5.192,5.583,4,0.003062,8.00,0.000000
156,192,3.918367,3.918367,38.4,49,5,9.8,1.608544,0.0,1.444216,-38.53125,0.027768,0.0,139,0.051103,0.000000,3,0.000000,0.946845,0.764690,0.946845,8.111,51.926,53.889,54.000,2,-0.270878,8.00,-0.046794
157,490,11.95122,11.95122,2.8,41,175,0.234286,4.733768,0.560976,1.704123,-67.053061,0.610882,0.0,275,0.041841,-0.027750,4,0.000000,1.135751,0.736903,0.790015,5.650,116.875,179.750,215.725,4,-0.507845,8.00,-0.547074
158,305,5.754717,5.754717,1.292373,53,236,0.224576,5.349193,0.245283,1.959829,-16.052459,0.135694,0.0,28,0.037785,-0.008333,12,0.000000,0.528292,0.857046,0.457636,3.267,20.642,30.667,77.683,8,-0.411997,8.00,-0.033213
159,316,1.356223,1.356223,1.736264,233,182,1.28022,4.878019,0.793991,2.067572,-1.924051,0.024821,0.0,11,0.034856,-0.004000,12,0.000000,0.334941,0.931934,0.296285,2.417,5.500,8.325,12.367,8,0.103866,8.00,-0.030929
160,552,1.115152,1.115152,2.37931,495,232,2.133621,4.77287,0.894949,2.134812,-8.416667,0.00446,0.0,4,0.000000,-0.003333,8,0.000000,0.359751,0.782151,0.306748,2.283,11.592,13.883,26.867,8,-0.051527,8.00,nan
161,417,104.25,104.25,1.017073,4,410,0.009756,6.00856,0.0,2.372563,-390.503597,0.980557,0.0,4,0.000000,0.000000,4,0.000000,2.639731,0.752233,2.639731,2.050,396.067,402.342,413.900,2,-0.809132,8.00,-0.636314
162,271,1.441489,1.441489,3.151163,188,86,2.186047,3.96986,0.702128,1.910058,-6.199262,0.014746,0.0,38,0.001210,-0.014167,10,0.000000,0.435102,0.840272,0.359265,3.100,11.267,16.125,25.658,6,-0.019629,8.00,-0.417473
163,363,3.0,3.0,2.050847,121,177,0.683616,4.906823,0.619835,1.811263,-6.402204,0.036523,0.0,101,0.060496,-0.017879,12,0.000000,0.380536,0.832971,0.326204,3.450,10.925,21.717,36.200,8,0.078960,8.00,-0.320717
164,236,1.356322,1.356322,1.364162,174,173,1.00578,4.997813,0.810345,2.124508,-0.765957,0.137,0.0,1,0.000000,-0.005674,10,0.805085,0.242998,0.841879,0.196275,2.425,4.467,5.667,6.267,5,0.080357,8.00,0.000000
165,107,4.458333,4.458333,1.150538,24,93,0.258065,4.481664,0.375,2.050998,-13.214953,0.252898,0.0,5,0.016600,-0.034268,6,0.000000,0.458447,0.741528,0.364005,2.829,16.641,19.786,34.829,6,-0.420960,8.00,0.000000
166,476,1.0,1.0,68.0,476,7,68.0,0.906599,1.0,2.35838,-270.55042,3.1e-05,0.0,0,0.000000,0.000000,2,0.000000,2.279889,0.750000,2.279889,2.742,262.000,262.000,262.000,2,-0.253678,8.00,-0.032727
167,125,1.0,1.0,125.0,125,1,125.0,-0.0,1.0,2.367115,-122.0,6.4e-05,0.0,0,0.000000,0.000000,2,0.000000,1.863310,0.750000,1.863310,3.033,126.000,126.000,126.000,2,-1.000000,8.00,-0.025272
168,179,44.75,44.75,1.455285,4,123,0.03252,4.675935,0.0,1.949927,-81.944134,0.972032,0.042878,54,0.007310,-0.005587,4,0.000000,1.732332,0.769947,1.052455,3.892,113.442,124.400,126.000,3,-0.937961,8.00,-0.230546
169,573,8.815385,8.815385,35.8125,65,16,4.0625,2.603511,0.061538,1.334821,-49.514834,0.075,0.0,493,0.134468,-0.001538,4,0.000000,0.824690,0.819414,0.517376,15.148,67.568,78.827,80.728,3,-0.439062,8.00,-0.479478
170,536,7.342466,7.342466,1.985185,73,270,0.27037,5.421682,0.013699,1.665001,-6.914179,0.030608,0.0,196,0.081826,-0.006000,12,0.000000,0.593078,0.874693,0.508714,4.225,17.833,45.308,117.858,8,-0.444727,8.00,nan
171,101,2.348837,2.348837,33.666667,43,3,14.333333,1.090693,0.186047,1.605297,-32.792079,0.018272,0.0,56,0.104825,0.000000,4,0.000000,1.055595,0.759847,1.055595,5.391,43.304,44.522,46.000,2,-0.681817,8.00,-0.000000
172,335,1.227106,1.227106,47.857143,273,7,39.0,1.707014,0.835165,2.095215,-64.41194,0.006488,0.0,60,0.000000,0.000000,4,0.000000,1.509261,0.752446,1.509261,3.742,75.808,76.558,79.708,2,-0.499954,8.00,-0.566806
173,113,4.708333,4.708333,1.228261,24,92,0.26087,4.460497,0.25,1.935021,-4.495575,0.096711,0.0,10,0.016115,0.000000,12,0.000000,0.301801,0.839993,0.260557,2.948,8.845,11.776,19.121,8,-0.222084,8.00,-0.404967
174,581,14.525,14.525,11.392157,40,51,0.784314,3.727523,0.0,1.329676,-28.512909,0.265309,0.0,491,0.065199,-0.004500,6,0.000000,0.432649,0.854730,0.344005,13.769,39.352,59.791,75.088,5,0.012345,8.00,-0.388731
175,131,1.18018,1.18018,1.159292,111,113,0.982301,4.676726,0.837838,2.215502,1.194805,0.01519,0.143229,8,0.000000,0.149351,1,0.824427,0.012988,0.750000,0.012988,2.217,2.275,2.275,2.275,1,0.817556,8.00,0.000000
176,352,12.137931,12.137931,16.0,29,22,1.318182,3.050836,0.0,1.305314,-25.835227,0.1856,0.0,302,0.178434,0.000000,3,0.000000,0.618467,0.893355,0.395915,14.804,39.784,51.000,51.000,3,-0.558068,8.00,-0.255227
177,218,1.758065,1.758065,4.954545,124,44,2.818182,2.95941,0.620968,1.838921,-18.376147,0.040374,0.0,58,0.060495,-0.007917,8,0.000000,0.676603,0.796411,0.539777,3.233,28.083,51.683,105.058,6,-0.203647,8.00,-0.505340
178,125,4.310345,4.310345,4.464286,29,28,1.035714,3.107149,0.275862,1.507508,-10.444444,0.232143,0.429527,48,0.148184,0.412044,3,0.848000,0.362222,0.880900,0.230487,5.966,10.793,12.310,12.310,3,0.800746,8.00,-0.206346
179,114,1.561644,1.561644,6.333333,73,18,4.055556,2.290245,0.547945,1.826329,-14.22807,0.030864,0.0,28,0.054473,-0.005848,10,0.000000,0.528212,0.782361,0.426984,3.505,21.857,31.857,54.385,6,-0.116236,8.00,-0.517316
180,102,5.666667,5.666667,5.666667,18,18,1.0,2.78939,0.111111,1.403617,-12.539683,0.0,0.509565,46,0.126293,0.439527,3,0.764706,0.405465,0.879858,0.257874,8.000,15.556,18.000,18.000,3,0.245709,8.00,0.000000
181,102,1.009901,1.009901,3.290323,101,31,3.258065,3.103607,0.990099,2.07003,-3.176471,0.016324,0.0,0,0.000000,-0.006536,6,0.000000,0.442593,0.837430,0.320413,2.650,6.900,9.383,10.458,4,-0.387385,8.00,-0.117661
182,148,1.0,1.0,7.4,148,20,7.4,1.513598,1.0,2.30721,-55.343511,0.000889,0.0,0,0.000000,0.000000,2,0.114865,1.551415,0.750000,1.551415,2.300,51.200,51.200,51.200,2,-0.232976,8.00,-0.000000
183,336,1.021277,1.021277,5.419355,329,62,5.306452,3.881993,0.978723,2.076429,-5.339286,0.002932,0.0,0,0.000000,0.000000,4,0.000000,0.623897,0.765992,0.623897,2.642,8.958,9.200,9.767,2,-0.576071,8.00,-0.207692
184,158,1.006369,1.006369,5.096774,157,31,5.064516,3.112472,0.993631,2.108442,-5.455696,0.006234,0.0,0,0.000000,0.000000,4,0.000000,0.627753,0.765467,0.627753,2.600,8.892,9.125,9.917,2,-0.515499,8.00,-0.047944
185,268,1.076305,1.076305,24.363636,249,11,22.636364,0.928309,0.939759,2.252183,-155.514925,0.007633,0.0,12,0.000000,0.000000,7,0.000000,2.114316,0.757738,2.114316,2.500,164.233,171.558,239.958,2,-0.471403,8.00,-0.364618
186,179,1.065476,1.065476,6.172414,168,29,5.793103,2.95561,0.934524,2.074875,-9.519553,0.005597,0.0,6,0.001722,0.000000,6,0.000000,0.519942,0.704369,0.368014,3.033,13.517,14.500,16.767,4,-0.397941,8.00,-0.019504
187,103,1.183908,1.183908,4.12,87,25,3.48,2.674194,0.827586,2.018132,-7.61165,0.018911,0.0,4,0.009669,0.000000,10,0.000000,0.400944,0.795696,0.332932,2.839,11.554,14.714,21.446,6,-0.257651,8.00,-0.008393
188,343,3.811111,3.811111,3.897727,90,88,1.022727,4.052361,0.366667,1.580927,-15.316832,0.096365,0.187766,114,0.061465,0.167718,6,0.822157,0.869748,0.883953,0.636591,5.391,27.370,60.348,75.217,4,0.109378,8.00,-0.052052
189,260,13.684211,13.684211,1.256039,19,207,0.091787,5.268028,0.263158,2.004854,-45.3,0.432356,0.0,42,0.039195,-0.015000,8,0.000000,1.102244,0.801625,0.818676,3.692,56.675,68.300,136.733,4,-0.249197,8.00,nan
190,181,1.0,1.0,1.005556,181,180,1.005556,5.190838,1.0,2.438477,1.993789,0.001557,0.002933,0,nan,0.003106,1,0.110497,0.000000,0.000000,0.000000,1.967,1.967,1.967,1.967,1,0.703980,8.00,0.101895
191,264,1.162996,1.162996,12.571429,227,21,10.809524,2.886316,0.85022,2.011968,-13.30303,0.007868,0.0,23,0.089903,0.000000,10,0.000000,0.443867,0.835895,0.388883,3.125,19.342,24.050,49.958,8,-0.409636,8.00,0.072222
192,427,1.081013,1.081013,1.109091,395,385,1.025974,5.9143,0.926582,2.298617,1.546875,0.008372,0.0,0,0.000000,0.000000,3,0.800937,0.064073,0.935649,0.064073,2.133,2.342,2.425,2.458,2,0.192295,8.00,-0.233813
193,187,1.375,1.375,7.48,136,25,5.44,2.292038,0.735294,1.933863,-35.754011,0.017852,0.0,31,0.023489,-0.003565,8,0.000000,0.636743,0.716373,0.507820,3.317,46.125,60.400,109.158,6,-0.381120,8.00,-0.708758
194,296,1.092251,1.092251,1.0,271,296,0.915541,5.690359,0.907749,2.379333,1.824324,0.002644,0.0,0,nan,0.000000,1,0.000000,0.030190,0.750000,0.030190,2.008,2.133,2.133,2.133,2,-0.068504,8.00,0.000000
195,156,1.0,1.0,156.0,156,1,156.0,-0.0,1.0,2.378717,-153.0,4.1e-05,0.0,0,0.000000,0.000000,2,0.000000,2.181549,0.750000,2.181549,2.000,157.000,157.000,157.000,2,-1.000000,8.00,-0.558349
196,166,1.383333,1.383333,1.31746,120,126,0.952381,4.739174,0.7,2.031373,0.356436,0.034184,0.07554,4,0.000000,0.057756,6,0.783133,0.167149,0.845169,0.124828,2.433,3.492,3.883,4.100,4,-0.116632,8.00,-0.202086
197,101,14.428571,14.428571,1.836364,7,55,0.127273,3.959652,0.285714,1.727434,-36.0,0.705993,0.0,41,0.056580,0.000000,4,0.000000,1.165483,0.755737,1.165483,4.258,43.032,43.806,45.226,2,-0.417965,8.00,-0.045441
198,208,1.552239,1.552239,9.904762,134,21,6.380952,1.600676,0.776119,1.951132,-83.634615,0.076193,0.0,54,0.007212,0.000000,5,0.000000,1.825372,0.797278,1.130922,3.808,116.375,146.633,152.917,3,-0.806324,8.00,0.748855
199,104,1.050505,1.050505,1.793103,99,58,1.706897,3.736953,0.949495,2.195421,-0.673077,0.008629,0.0,0,0.000000,0.000000,3,0.000000,0.223164,0.767537,0.161157,2.358,4.200,4.475,4.858,4,-0.078904,8.00,-0.016868
200,137,1.087302,1.087302,68.5,126,2,63.0,0.506414,0.912698,2.226394,-89.605839,0.007378,0.0,10,0.000000,0.000000,4,0.000000,1.726397,0.754049,1.726397,3.200,99.217,101.083,128.000,2,-0.533278,8.00,nan
201,144,1.210084,1.210084,1.358491,119,106,1.122642,4.550755,0.831933,2.160243,0.833333,0.015067,0.0,1,0.000000,-0.009259,3,0.000000,0.192757,0.929221,0.130216,2.250,2.992,3.308,3.358,3,-0.040542,8.00,-0.205481
202,142,1.075758,1.075758,4.580645,132,31,4.258065,2.698017,0.924242,2.126631,-12.253521,0.007011,0.0,6,0.007401,0.000000,4,0.000000,0.557041,0.700547,0.388003,2.867,14.292,15.542,17.850,4,-0.192954,8.00,-0.646311
203,246,1.366667,1.366667,7.935484,180,31,5.806452,2.672696,0.711111,1.933618,-23.357724,0.023129,0.0,44,0.018770,-0.020000,12,0.000000,0.452246,0.744972,0.385470,3.225,30.617,39.000,86.758,8,-0.183527,8.00,-0.031662
204,121,2.574468,2.574468,30.25,47,4,11.75,1.292776,0.12766,1.567844,-33.619835,0.0332,0.0,71,0.084958,0.000000,4,0.000000,1.071737,0.769271,0.660555,5.745,46.373,49.000,51.000,3,-0.620198,8.00,-0.149659
205,141,1.0,1.0,7.421053,141,19,7.421053,2.410446,1.0,2.145095,-16.539007,0.006202,0.0,0,0.000000,-0.007092,4,0.000000,0.976503,0.760852,0.976503,2.842,19.475,20.033,20.608,2,-0.448216,8.00,-0.419169
206,160,1.0,1.0,160.0,160,1,160.0,-0.0,1.0,2.379938,-157.0,3.9e-05,0.0,0,0.000000,0.000000,2,0.000000,1.939967,0.750000,1.939967,3.325,161.000,161.000,161.000,2,-1.000000,8.00,-0.295029
207,191,2.513158,2.513158,1.224359,76,156,0.487179,4.982764,0.605263,1.964309,-4.335079,0.113975,0.088119,21,0.010228,0.068040,8,0.000000,0.471358,0.866287,0.370883,2.858,8.375,13.800,18.117,5,-0.053150,8.00,-0.141431
208,181,1.0,1.0,90.5,181,2,90.5,0.034231,1.0,2.385955,-176.01105,6e-05,0.0,0,0.000000,0.000000,2,0.000000,1.969921,0.750000,1.969921,3.492,179.508,179.508,179.508,2,-0.574169,8.00,0.000000
209,37,1.0,1.0,37.0,37,1,37.0,-0.0,1.0,2.26876,-34.0,0.00073,0.0,0,0.000000,0.000000,2,0.000000,1.278337,0.750000,1.278337,2.947,38.000,38.000,38.000,2,-1.000000,8.00,-0.311117
210,109,1.0,1.0,13.625,109,8,13.625,1.474402,1.0,2.221603,-30.0,0.000595,0.0,0,0.000000,0.000000,2,0.000000,1.217330,0.750000,1.217330,2.863,32.675,32.675,32.675,2,-0.424605,8.00,0.391198
211,90,12.857143,12.857143,1.071429,7,84,0.083333,4.40739,0.285714,2.14324,-29.622222,0.550617,0.0,2,0.000000,0.000000,10,0.000000,0.910031,0.755318,0.663328,2.978,34.165,37.484,59.967,4,-0.363976,8.00,-0.799976
212,180,1.005587,1.005587,36.0,179,5,35.8,0.992101,0.994413,2.293787,-86.444444,0.005614,0.0,0,0.000000,-0.005556,4,0.000000,1.884210,0.753909,1.884210,2.167,92.017,93.842,121.258,2,-0.326637,8.00,-0.536079
213,198,1.0,1.0,99.0,198,2,99.0,0.031746,1.0,2.389732,-193.010101,5.1e-05,0.0,0,0.000000,0.000000,2,0.000000,1.999058,0.750000,1.999058,3.633,198.000,198.000,198.000,2,-0.574442,8.00,0.000000
214,192,2.742857,2.742857,3.490909,70,55,1.272727,3.614339,0.285714,1.654557,-9.666667,0.158234,0.0,71,0.074358,-0.011632,9,0.000000,0.621940,0.837789,0.501589,4.117,19.425,49.850,81.458,6,-0.047483,8.00,-0.449584
215,121,15.125,15.125,1.09009,8,111,0.072072,4.672572,0.0,2.15456,-58.181818,0.709207,0.0,5,0.001691,-0.019284,6,0.000000,1.040720,0.692996,0.730149,3.034,64.042,70.580,94.294,4,-0.531417,8.00,0.117752
216,154,6.695652,6.695652,2.961538,23,52,0.442308,3.803571,0.434783,1.54899,-15.843137,0.461796,0.045624,86,0.120718,0.025971,6,0.006494,0.788933,0.833441,0.574586,5.500,31.618,51.118,65.000,4,-0.308197,8.00,0.000000
217,131,1.149123,1.149123,43.666667,114,3,38.0,0.863508,0.868421,2.141417,-56.48855,0.01635,0.0,15,0.038496,0.000000,4,0.000000,1.081299,0.728810,0.773340,3.239,66.846,70.453,117.000,4,-0.249962,8.00,nan
